id,Resistance,Comfort,LWL,BWL
16473,3155.3849,0.2144,8.6329,3.9164,0.8147,11.2582,31.5822,4.0920,4.3909,-1132.6151
16474,4326.7596,0.2046,10.3958,3.6952,0.7290,10.6560,20.6420,4.2677,4.3851,234.7596
16475,4326.7596,0.2046,10.3958,3.6952,0.7290,10.6560,20.6420,4.2677,4.3851,234.7596
16476,4934.2422,0.2149,9.1907,3.7912,1.2229,11.9517,33.8346,4.2637,4.0016,636.2422
16477,4934.2422,0.2149,9.1907,3.7912,1.2229,11.9517,33.8346,4.2637,4.0016,636.2422
16478,2032.3129,0.2821,10.9171,2.8290,1.0074,6.0702,21.6193,4.1128,4.6146,-3609.6871
16479,2032.3129,0.2821,10.9171,2.8290,1.0074,6.0702,21.6193,4.1128,4.6146,-3609.6871
16480,1117.4740,0.2138,9.7817,3.6881,0.5635,8.5330,27.6324,4.5291,4.9961,-3158.5260
16481,1117.4740,0.2138,9.7817,3.6881,0.5635,8.5330,27.6324,4.5291,4.9961,-3158.5260
16482,4378.6750,0.3135,8.6837,2.9341,0.8120,9.8220,22.0200,4.6321,4.7035,-1891.3250
16483,4378.6750,0.3135,8.6837,2.9341,0.8120,9.8220,22.0200,4.6321,4.7035,-1891.3250
16484,2944.9865,0.2115,9.6561,3.7421,1.3617,6.4130,33.0736,4.8719,4.2788,-1285.0135
16485,2944.9865,0.2115,9.6561,3.7421,1.3617,6.4130,33.0736,4.8719,4.2788,-1285.0135
16486,4324.6441,0.2149,8.6744,3.9002,0.7235,7.6502,34.7294,4.8774,4.2507,26.6441
16487,4324.6441,0.2149,8.6744,3.9002,0.7235,7.6502,34.7294,4.8774,4.2507,26.6441
16488,3110.4419,0.3446,9.9275,2.5564,0.8128,6.5241,22.0200,4.6553,4.6991,-3781.5581
16489,3110.4419,0.3446,9.9275,2.5564,0.8128,6.5241,22.0200,4.6553,4.6991,-3781.5581
16490,4139.1414,0.3235,8.2696,2.9341,0.8120,9.8300,21.9954,4.6321,4.7035,-2330.8586
16491,4139.1414,0.3235,8.2696,2.9341,0.8120,9.8300,21.9954,4.6321,4.7035,-2330.8586
16492,3714.3604,0.2874,8.6806,3.1329,0.7186,10.8348,30.1317,4.1956,4.0248,-2033.6396
16493,3714.3604,0.2874,8.6806,3.1329,0.7186,10.8348,30.1317,4.1956,4.0248,-2033.6396
16494,1066.1726,0.2966,8.2664,3.1329,0.8096,6.4377,22.6342,4.1956,4.0248,-4865.8274
16495,1066.1726,0.2966,8.2664,3.1329,0.8096,6.4377,22.6342,4.1956,4.0248,-4865.8274
16496,19870.8202,0.2137,8.6837,3.9148,0.8131,6.6695,21.9689,4.6405,4.3558,15596.8202
16497,19870.8202,0.2137,8.6837,3.9148,0.8131,6.6695,21.9689,4.6405,4.3558,15596.8202
16498,4924.3123,0.2200,9.1907,3.7247,1.2229,11.9517,33.8346,4.2637,4.0016,524.3123
16499,4924.3123,0.2200,9.1907,3.7247,1.2229,11.9517,33.8346,4.2637,4.0016,524.3123
16500,4435.3060,0.2885,9.1007,3.0522,1.2229,11.9275,39.1707,4.5903,4.0016,-1334.6940
16501,4435.3060,0.2885,9.1007,3.0522,1.2229,11.9275,39.1707,4.5903,4.0016,-1334.6940
16502,2588.0041,0.2147,9.1845,3.7943,0.7670,7.2329,33.3964,4.2825,4.6480,-1705.9959
16503,2588.0041,0.2147,9.1845,3.7943,0.7670,7.2329,33.3964,4.2825,4.6480,-1705.9959
16504,1117.4847,0.2138,9.7817,3.6881,0.5642,8.5330,27.6324,4.5291,4.9961,-3158.5153
16505,1117.4847,0.2138,9.7817,3.6881,0.5642,8.5330,27.6324,4.5291,4.9961,-3158.5153
16506,3129.9837,0.2883,9.0945,3.0553,0.7663,7.2570,38.7331,4.6091,4.6480,-2636.0163
16507,3129.9837,0.2883,9.0945,3.0553,0.7663,7.2570,38.7331,4.6091,4.6480,-2636.0163
16508,2200.1451,0.1912,10.9132,3.7912,1.2255,6.0567,33.6342,4.2668,4.6772,-1623.8549
16509,2200.1451,0.1912,10.9132,3.7912,1.2255,6.0567,33.6342,4.2668,4.6772,-1623.8549
16510,3403.4227,0.3483,9.9183,2.5375,0.7184,7.6693,34.7294,4.8922,4.5365,-3562.5773
16511,3403.4227,0.3483,9.9183,2.5375,0.7184,7.6693,34.7294,4.8922,4.5365,-3562.5773
16512,1065.4040,0.2966,8.2664,3.1329,0.8096,6.4408,22.0332,4.1956,4.0248,-4866.5960
16513,1065.4040,0.2966,8.2664,3.1329,0.8096,6.4408,22.0332,4.1956,4.0248,-4866.5960
16514,1858.2130,0.3032,9.3766,2.8973,1.0614,7.4767,25.2548,4.8978,4.5846,-4205.7870
16515,1858.2130,0.3032,9.3766,2.8973,1.0614,7.4767,25.2548,4.8978,4.5846,-4205.7870
16516,4838.4244,0.2885,9.1007,3.0522,1.2324,11.9851,21.2042,4.1812,4.0016,-931.5756
16517,4838.4244,0.2885,9.1007,3.0522,1.2324,11.9851,21.2042,4.1812,4.0016,-931.5756
16518,3102.6915,0.2966,8.2664,3.1329,0.8000,6.1669,39.9132,4.6047,4.0248,-2829.3085
16519,3102.6915,0.2966,8.2664,3.1329,0.8000,6.1669,39.9132,4.6047,4.0248,-2829.3085
16520,3492.3135,0.3282,8.3008,2.8973,1.0614,7.4798,25.2548,4.6314,4.5819,-3071.6865
16521,3492.3135,0.3282,8.3008,2.8973,1.0614,7.4798,25.2548,4.6314,4.5819,-3071.6865
16522,10909.3295,0.2988,9.3453,2.9341,0.8120,9.8300,21.9954,4.8986,4.7062,4933.3295
16523,10909.3295,0.2988,9.3453,2.9341,0.8120,9.8300,21.9954,4.8986,4.7062,4933.3295
16524,2951.5175,0.2374,8.2634,3.7049,0.7186,10.8429,30.5014,4.1956,4.3965,-1796.4825
16525,2951.5175,0.2374,8.2634,3.7049,0.7186,10.8429,30.5014,4.1956,4.3965,-1796.4825
16526,4033.1246,0.2558,10.3990,3.1232,0.7290,10.6560,20.3181,4.2677,4.0151,-1082.8754
16527,4033.1246,0.2558,10.3990,3.1232,0.7290,10.6560,20.3181,4.2677,4.0151,-1082.8754
16528,4435.5265,0.2885,9.1007,3.0522,1.2229,11.9275,38.6448,4.5903,4.0016,-1334.4735
16529,4435.5265,0.2885,9.1007,3.0522,1.2229,11.9275,38.6448,4.5903,4.0016,-1334.4735
16530,1272.6035,0.3289,8.2660,2.8985,0.7186,10.7737,30.1071,4.1956,4.0248,-5305.3965
16531,1272.6035,0.3289,8.2660,2.8985,0.7186,10.7737,30.1071,4.1956,4.0248,-5305.3965
16532,3546.0293,0.2960,8.3012,3.1317,1.0614,7.5490,25.2548,4.6314,4.5819,-2373.9707
16533,3546.0293,0.2960,8.3012,3.1317,1.0614,7.5490,25.2548,4.6314,4.5819,-2373.9707
16534,2202.9492,0.2884,9.1075,3.0522,0.7148,11.9851,21.2042,4.1878,4.6637,-3565.0508
16535,2202.9492,0.2884,9.1075,3.0522,0.7148,11.9851,21.2042,4.1878,4.6637,-3565.0508
16536,3496.3083,0.3484,9.9115,2.5375,1.2408,7.6502,34.7294,4.8855,4.0238,-3471.6917
16537,3496.3083,0.3484,9.9115,2.5375,1.2408,7.6502,34.7294,4.8855,4.0238,-3471.6917
16538,2943.8873,0.2951,8.3142,3.1360,0.7106,10.8615,27.6572,4.5154,4.0184,-2958.1127
16539,2943.8873,0.2951,8.3142,3.1360,0.7106,10.8615,27.6572,4.5154,4.0184,-2958.1127
16540,1589.8829,0.2147,9.7340,3.6850,0.5716,8.5143,30.0823,4.2094,4.9929,-2704.1171
16541,1589.8829,0.2147,9.7340,3.6850,0.5716,8.5143,30.0823,4.2094,4.9929,-2704.1171
16542,1066.1726,0.2966,8.2664,3.1329,0.8096,6.4377,22.6342,4.1956,4.0248,-4865.8274
16543,1066.1726,0.2966,8.2664,3.1329,0.8096,6.4377,22.6342,4.1956,4.0248,-4865.8274
16544,1065.4040,0.2966,8.2664,3.1329,0.8096,6.4408,22.0332,4.1956,4.0248,-4866.5960
16545,1065.4040,0.2966,8.2664,3.1329,0.8096,6.4408,22.0332,4.1956,4.0248,-4866.5960
16546,1066.3538,0.2966,8.2664,3.1329,0.8071,6.3767,21.1836,4.1956,4.0233,-4865.6462
16547,1066.3538,0.2966,8.2664,3.1329,0.8071,6.3767,21.1836,4.1956,4.0233,-4865.6462
16548,4826.8736,0.2885,9.1007,3.0522,1.2349,11.9514,22.0537,4.1812,4.0032,-943.1264
16549,4826.8736,0.2885,9.1007,3.0522,1.2349,11.9514,22.0537,4.1812,4.0032,-943.1264
16550,1317.3661,0.2948,8.2664,3.1474,0.7186,10.8429,30.1071,4.1956,4.0248,-4578.6339
16551,1317.3661,0.2948,8.2664,3.1474,0.7186,10.8429,30.1071,4.1956,4.0248,-4578.6339
16552,2943.8873,0.2951,8.3142,3.1360,0.7106,10.8615,27.6572,4.5154,4.0184,-2958.1127
16553,2943.8873,0.2951,8.3142,3.1360,0.7106,10.8615,27.6572,4.5154,4.0184,-2958.1127
16554,2585.1202,0.2951,8.3142,3.1360,0.7106,10.8615,27.6572,4.5154,4.0073,-3316.8798
16555,2585.1202,0.2951,8.3142,3.1360,0.7106,10.8615,27.6572,4.5154,4.0073,-3316.8798
16556,1938.8351,0.2884,9.1075,3.0522,0.7149,10.8135,21.2268,4.1878,4.6637,-3829.1649
16557,1938.8351,0.2884,9.1075,3.0522,0.7149,10.8135,21.2268,4.1878,4.6637,-3829.1649
16558,1354.7474,0.2948,8.2664,3.1474,0.7186,11.9902,30.0852,4.1956,4.0248,-4541.2526
16559,1354.7474,0.2948,8.2664,3.1474,0.7186,11.9902,30.0852,4.1956,4.0248,-4541.2526
16560,1949.4700,0.2955,8.3141,3.1329,0.7186,10.8429,30.1071,4.1956,4.0247,-3960.5300
16561,1949.4700,0.2955,8.3141,3.1329,0.7186,10.8429,30.1071,4.1956,4.0247,-3960.5300
16562,4566.4204,0.2962,8.2665,3.1360,0.7106,10.8615,27.6572,4.5154,4.0185,-1357.5796
16563,4566.4204,0.2962,8.2665,3.1360,0.7106,10.8615,27.6572,4.5154,4.0185,-1357.5796
16564,1343.5219,0.2966,8.2664,3.1329,0.8080,10.7872,30.1071,4.1956,4.0231,-4588.4781
16565,1343.5219,0.2966,8.2664,3.1329,0.8080,10.7872,30.1071,4.1956,4.0231,-4588.4781
16566,1048.9115,0.2966,8.2664,3.1329,0.7178,6.4344,21.1836,4.1956,4.0250,-4883.0885
16567,1048.9115,0.2966,8.2664,3.1329,0.7178,6.4344,21.1836,4.1956,4.0250,-4883.0885
16568,1914.8378,0.3277,8.3148,2.8985,0.7186,10.7737,30.1071,4.1956,4.0248,-4639.1622
16569,1914.8378,0.3277,8.3148,2.8985,0.7186,10.7737,30.1071,4.1956,4.0248,-4639.1622
16570,1298.8860,0.2966,8.2654,3.1329,0.7186,10.8429,30.1071,4.1956,4.0247,-4633.1140
16571,1298.8860,0.2966,8.2654,3.1329,0.7186,10.8429,30.1071,4.1956,4.0247,-4633.1140
16572,1705.1455,0.2948,8.2664,3.1474,1.2285,10.8429,30.1071,4.1804,4.0235,-4190.8545
16573,1705.1455,0.2948,8.2664,3.1474,1.2285,10.8429,30.1071,4.1804,4.0235,-4190.8545
16574,4684.5708,0.2885,9.1007,3.0522,0.7226,11.9851,21.2042,4.1964,4.0029,-1085.4292
16575,4684.5708,0.2885,9.1007,3.0522,0.7226,11.9851,21.2042,4.1964,4.0029,-1085.4292
16576,4987.6766,0.2742,9.1865,3.1569,0.9957,11.9852,21.8182,4.1000,4.0471,-496.3234
16577,4987.6766,0.2742,9.1865,3.1569,0.9957,11.9852,21.8182,4.1000,4.0471,-496.3234
16578,2449.0148,0.3415,8.3259,2.8081,0.7244,10.8615,27.6572,4.5250,4.0073,-4380.9852
16579,2449.0148,0.3415,8.3259,2.8081,0.7244,10.8615,27.6572,4.5250,4.0073,-4380.9852
16580,947.2325,0.3400,8.2664,2.8274,1.0179,6.4408,22.0332,4.1956,4.0472,-5852.7675
16581,947.2325,0.3400,8.2664,2.8274,1.0179,6.4408,22.0332,4.1956,4.0472,-5852.7675
16582,4884.8548,0.2766,9.1982,3.1344,0.8011,11.9852,21.8182,4.1096,4.0247,-647.1452
16583,4884.8548,0.2766,9.1982,3.1344,0.8011,11.9852,21.8182,4.1096,4.0247,-647.1452
16584,1067.2360,0.2966,8.2664,3.1329,0.7191,6.5146,29.6518,4.1956,4.0248,-4864.7640
16585,1067.2360,0.2966,8.2664,3.1329,0.7191,6.5146,29.6518,4.1956,4.0248,-4864.7640
16586,1302.5748,0.2966,8.2664,3.1329,0.8091,10.7672,23.0896,4.1956,4.0248,-4629.4252
16587,1302.5748,0.2966,8.2664,3.1329,0.8091,10.7672,23.0896,4.1956,4.0248,-4629.4252
16588,1315.2855,0.2966,8.2664,3.1329,0.7186,10.8429,30.1071,4.1956,4.0248,-4616.7145
16589,1315.2855,0.2966,8.2664,3.1329,0.7186,10.8429,30.1071,4.1956,4.0248,-4616.7145
16590,1914.8378,0.3277,8.3148,2.8985,0.7186,10.7737,30.1071,4.1956,4.0248,-4639.1622
16591,1914.8378,0.3277,8.3148,2.8985,0.7186,10.7737,30.1071,4.1956,4.0248,-4639.1622
16592,14618.9388,0.3011,8.0716,3.1329,0.8096,6.4377,22.6342,4.1956,4.0248,8596.9388
16593,14618.9388,0.3011,8.0716,3.1329,0.8096,6.4377,22.6342,4.1956,4.0248,8596.9388
16594,1281.0047,0.2978,8.2664,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-4674.9953
16595,1281.0047,0.2978,8.2664,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-4674.9953
16596,1384.2687,0.3262,8.3148,2.9082,0.8155,6.4837,30.1071,4.1956,4.0248,-5139.7313
16597,1384.2687,0.3262,8.3148,2.9082,0.8155,6.4837,30.1071,4.1956,4.0248,-5139.7313
16598,1058.9635,0.2966,8.2664,3.1329,0.7182,6.4048,29.7930,4.1956,4.0248,-4873.0365
16599,1058.9635,0.2966,8.2664,3.1329,0.7182,6.4048,29.7930,4.1956,4.0248,-4873.0365
16600,1303.1795,0.2966,8.2664,3.1329,0.8100,10.8810,22.3473,4.1956,4.0248,-4628.8205
16601,1303.1795,0.2966,8.2664,3.1329,0.8100,10.8810,22.3473,4.1956,4.0248,-4628.8205
16602,1982.8712,0.3277,8.3148,2.8985,0.7186,10.7737,30.1071,4.1956,4.0054,-4571.1288
16603,1982.8712,0.3277,8.3148,2.8985,0.7186,10.7737,30.1071,4.1956,4.0054,-4571.1288
16604,1289.8770,0.2966,8.2664,3.1329,0.7126,10.8704,22.6325,4.1956,4.0248,-4642.1230
16605,1289.8770,0.2966,8.2664,3.1329,0.7126,10.8704,22.6325,4.1956,4.0248,-4642.1230
16606,1054.6793,0.2978,8.2664,3.1231,0.8096,6.3032,22.0349,4.1956,4.0248,-4901.3207
16607,1054.6793,0.2978,8.2664,3.1231,0.8096,6.3032,22.0349,4.1956,4.0248,-4901.3207
16608,2275.2163,0.2885,9.1011,3.0522,1.1917,11.9851,21.2042,4.1808,4.6637,-3494.7837
16609,2275.2163,0.2885,9.1011,3.0522,1.1917,11.9851,21.2042,4.1808,4.6637,-3494.7837
16610,4700.5822,0.2884,9.1071,3.0522,0.7556,11.9851,21.2042,4.1882,4.0016,-1067.4178
16611,4700.5822,0.2884,9.1071,3.0522,0.7556,11.9851,21.2042,4.1882,4.0016,-1067.4178
16612,2023.4018,0.2955,8.3154,3.1326,0.7186,10.7752,30.1071,4.1956,4.0050,-3886.5982
16613,2023.4018,0.2955,8.3154,3.1326,0.7186,10.7752,30.1071,4.1956,4.0050,-3886.5982
16614,1267.6740,0.3289,8.2658,2.8988,0.7186,10.8413,30.1071,4.1956,4.0252,-5310.3260
16615,1267.6740,0.3289,8.2658,2.8988,0.7186,10.8413,30.1071,4.1956,4.0252,-5310.3260
16616,1281.0047,0.2978,8.2664,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-4674.9953
16617,1281.0047,0.2978,8.2664,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-4674.9953
16618,1315.2855,0.2966,8.2664,3.1329,0.7186,10.8429,30.1071,4.1956,4.0248,-4616.7145
16619,1315.2855,0.2966,8.2664,3.1329,0.7186,10.8429,30.1071,4.1956,4.0248,-4616.7145
16620,1289.8770,0.2966,8.2664,3.1329,0.7126,10.8704,22.6325,4.1956,4.0248,-4642.1230
16621,1289.8770,0.2966,8.2664,3.1329,0.7126,10.8704,22.6325,4.1956,4.0248,-4642.1230
16622,1065.4040,0.2966,8.2664,3.1329,0.8096,6.4408,22.0332,4.1956,4.0248,-4866.5960
16623,1065.4040,0.2966,8.2664,3.1329,0.8096,6.4408,22.0332,4.1956,4.0248,-4866.5960
16624,1504.9562,0.2946,8.3553,3.1329,0.7186,6.1788,30.1071,4.1988,4.0265,-4387.0438
16625,1504.9562,0.2946,8.3553,3.1329,0.7186,6.1788,30.1071,4.1988,4.0265,-4387.0438
16626,4866.4878,0.3170,9.1982,2.8290,1.0095,11.9852,22.0334,4.1964,4.0471,-1473.5122
16627,4866.4878,0.3170,9.1982,2.8290,1.0095,11.9852,22.0334,4.1964,4.0471,-1473.5122
16628,1856.6316,0.3400,8.2664,2.8274,1.0179,6.4408,21.8179,4.1089,4.0472,-4943.3684
16629,1856.6316,0.3400,8.2664,2.8274,1.0179,6.4408,21.8179,4.1089,4.0472,-4943.3684
16630,1281.0047,0.2978,8.2664,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-4674.9953
16631,1281.0047,0.2978,8.2664,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-4674.9953
16632,1281.0047,0.2978,8.2664,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-4674.9953
16633,1281.0047,0.2978,8.2664,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-4674.9953
16634,1066.7902,0.2966,8.2664,3.1329,0.8106,6.4377,22.9142,4.1956,4.0248,-4865.2098
16635,1066.7902,0.2966,8.2664,3.1329,0.8106,6.4377,22.9142,4.1956,4.0248,-4865.2098
16636,1058.5812,0.2966,8.2664,3.1329,0.7172,6.4048,29.5130,4.1956,4.0248,-4873.4188
16637,1058.5812,0.2966,8.2664,3.1329,0.7172,6.4048,29.5130,4.1956,4.0248,-4873.4188
16638,982.4465,0.2970,8.2664,3.1298,1.0212,6.5143,29.6969,4.1956,4.0472,-4957.5535
16639,982.4465,0.2970,8.2664,3.1298,1.0212,6.5143,29.6969,4.1956,4.0472,-4957.5535
16640,1030.5507,0.3395,8.2664,2.8305,0.7158,6.4411,21.9881,4.1956,4.0248,-5759.4493
16641,1030.5507,0.3395,8.2664,2.8305,0.7158,6.4411,21.9881,4.1956,4.0248,-5759.4493
16642,1888.6318,0.3280,8.3148,2.8962,0.7123,10.7749,22.1444,4.1956,4.0248,-4671.3682
16643,1888.6318,0.3280,8.3148,2.8962,0.7123,10.7749,22.1444,4.1956,4.0248,-4671.3682
16644,1317.8893,0.2963,8.2664,3.1352,0.7190,10.8691,30.5952,4.1956,4.0248,-4608.1107
16645,1317.8893,0.2963,8.2664,3.1352,0.7190,10.8691,30.5952,4.1956,4.0248,-4608.1107
16646,1058.9635,0.2966,8.2664,3.1329,0.7182,6.4048,29.7930,4.1956,4.0248,-4873.0365
16647,1058.9635,0.2966,8.2664,3.1329,0.7182,6.4048,29.7930,4.1956,4.0248,-4873.0365
16648,1281.7178,0.2978,8.2664,3.1231,0.7187,10.7288,22.0332,4.1956,4.0248,-4674.2822
16649,1281.7178,0.2978,8.2664,3.1231,0.7187,10.7288,22.0332,4.1956,4.0248,-4674.2822
16650,1271.8759,0.3289,8.2660,2.8985,0.7127,10.7737,30.1071,4.1956,4.0248,-5306.1241
16651,1271.8759,0.3289,8.2660,2.8985,0.7127,10.7737,30.1071,4.1956,4.0248,-5306.1241
16652,1281.0047,0.2978,8.2664,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-4674.9953
16653,1281.0047,0.2978,8.2664,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-4674.9953
16654,1914.8378,0.3277,8.3148,2.8985,0.7186,10.7737,30.1071,4.1956,4.0248,-4639.1622
16655,1914.8378,0.3277,8.3148,2.8985,0.7186,10.7737,30.1071,4.1956,4.0248,-4639.1622
16656,1693.3541,0.2968,8.3813,3.1105,0.7186,6.6482,30.1071,4.1988,4.0265,-4242.6459
16657,1693.3541,0.2968,8.3813,3.1105,0.7186,6.6482,30.1071,4.1988,4.0265,-4242.6459
16658,1281.0047,0.2978,8.2664,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-4674.9953
16659,1281.0047,0.2978,8.2664,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-4674.9953
16660,4297.2553,0.2767,9.2596,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-1236.7447
16661,4297.2553,0.2767,9.2596,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-1236.7447
16662,2048.7094,0.3413,8.2050,2.8290,1.0095,11.9852,21.8182,4.1096,4.0471,-4777.2906
16663,2048.7094,0.3413,8.2050,2.8290,1.0095,11.9852,21.8182,4.1096,4.0471,-4777.2906
16664,4869.8180,0.3169,9.1999,2.8290,1.0095,11.9852,21.8182,4.1941,4.0471,-1468.1820
16665,4869.8180,0.3169,9.1999,2.8290,1.0095,11.9852,21.8182,4.1941,4.0471,-1468.1820
16666,2633.7557,0.2979,8.2648,3.1231,0.7127,10.7288,22.0332,4.1112,4.0248,-3324.2443
16667,2633.7557,0.2979,8.2648,3.1231,0.7127,10.7288,22.0332,4.1112,4.0248,-3324.2443
16668,1281.0047,0.2978,8.2664,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-4674.9953
16669,1281.0047,0.2978,8.2664,3.1231,0.7127,10.7288,22.0332,4.1956,4.0248,-4674.9953
16670,1277.5471,0.3289,8.2664,2.8985,0.7186,10.7289,30.1071,4.1956,4.0248,-5300.4529
16671,1277.5471,0.3289,8.2664,2.8985,0.7186,10.7289,30.1071,4.1956,4.0248,-5300.4529
16672,1275.9932,0.2978,8.2660,3.1231,0.7127,10.7736,22.0332,4.1956,4.0248,-4680.0068
16673,1275.9932,0.2978,8.2660,3.1231,0.7127,10.7736,22.0332,4.1956,4.0248,-4680.0068
16674,4820.9136,0.3169,9.1994,2.8290,1.0095,11.9656,21.8182,4.1941,4.0245,-1517.0864
16675,4820.9136,0.3169,9.1994,2.8290,1.0095,11.9656,21.8182,4.1941,4.0245,-1517.0864
16676,1006.5078,0.2978,8.2669,3.1231,0.7127,10.7377,22.0332,4.1956,4.0474,-4949.4922
16677,1006.5078,0.2978,8.2669,3.1231,0.7127,10.7377,22.0332,4.1956,4.0474,-4949.4922
16678,4868.7766,0.3170,9.1983,2.8290,1.0095,11.9852,21.8182,4.1941,4.0471,-1471.2234
16679,4868.7766,0.3170,9.1983,2.8290,1.0095,11.9852,21.8182,4.1941,4.0471,-1471.2234
16680,4937.4327,0.3169,9.1998,2.8290,1.0095,11.9852,21.8182,4.1096,4.0471,-1400.5673
16681,4937.4327,0.3169,9.1998,2.8290,1.0095,11.9852,21.8182,4.1096,4.0471,-1400.5673
16682,4919.4137,0.2761,9.1982,3.1385,1.0214,11.9925,22.0334,4.1964,4.0464,-602.5863
16683,4919.4137,0.2761,9.1982,3.1385,1.0214,11.9925,22.0334,4.1964,4.0464,-602.5863
16684,1235.6054,0.3406,8.2664,2.8234,0.7008,10.8335,22.6325,4.1956,4.0255,-5576.3946
16685,1235.6054,0.3406,8.2664,2.8234,0.7008,10.8335,22.6325,4.1956,4.0255,-5576.3946
16686,1289.8770,0.2966,8.2664,3.1329,0.7126,10.8704,22.6325,4.1956,4.0248,-4642.1230
16687,1289.8770,0.2966,8.2664,3.1329,0.7126,10.8704,22.6325,4.1956,4.0248,-4642.1230
16688,1289.8770,0.2966,8.2664,3.1329,0.7126,10.8704,22.6325,4.1956,4.0248,-4642.1230
16689,1289.8770,0.2966,8.2664,3.1329,0.7126,10.8704,22.6325,4.1956,4.0248,-4642.1230
16690,1277.9464,0.3289,8.2664,2.8984,0.7126,10.7260,30.6061,4.1956,4.0248,-5300.0536
16691,1277.9464,0.3289,8.2664,2.8984,0.7126,10.7260,30.6061,4.1956,4.0248,-5300.0536
16692,1288.3561,0.2966,8.2664,3.1329,0.7186,10.8733,22.1335,4.1956,4.0248,-4643.6439
16693,1288.3561,0.2966,8.2664,3.1329,0.7186,10.8733,22.1335,4.1956,4.0248,-4643.6439
16694,952.7482,0.3377,8.2664,2.8415,1.0212,6.5928,20.8764,4.1956,4.0472,-5801.2518
16695,952.7482,0.3377,8.2664,2.8415,1.0212,6.5928,20.8764,4.1956,4.0472,-5801.2518
16696,4835.0723,0.2785,9.1999,3.1173,1.0095,11.8346,30.6460,4.1941,4.0471,-734.9277
16697,4835.0723,0.2785,9.1999,3.1173,1.0095,11.8346,30.6460,4.1941,4.0471,-734.9277
16698,982.4465,0.2970,8.2664,3.1298,1.0212,6.5143,29.6969,4.1956,4.0472,-4957.5535
16699,982.4465,0.2970,8.2664,3.1298,1.0212,6.5143,29.6969,4.1956,4.0472,-4957.5535
16700,1315.6313,0.3398,8.2664,2.8285,1.0061,10.7260,30.7454,4.1956,4.0259,-5480.3687
16701,1315.6313,0.3398,8.2664,2.8285,1.0061,10.7260,30.7454,4.1956,4.0259,-5480.3687
16702,901.8731,0.3291,8.2664,2.8973,0.7245,6.4408,21.8939,4.1956,4.0461,-5680.1269
16703,901.8731,0.3291,8.2664,2.8973,0.7245,6.4408,21.8939,4.1956,4.0461,-5680.1269
16704,1279.1927,0.3289,8.2664,2.8985,0.7186,10.7770,30.1071,4.1956,4.0248,-5298.8073
16705,1279.1927,0.3289,8.2664,2.8985,0.7186,10.7770,30.1071,4.1956,4.0248,-5298.8073
16706,1883.3722,0.3280,8.3148,2.8962,0.7124,10.7269,22.1444,4.1956,4.0248,-4676.6278
16707,1883.3722,0.3280,8.3148,2.8962,0.7124,10.7269,22.1444,4.1956,4.0248,-4676.6278
16708,1888.6318,0.3280,8.3148,2.8962,0.7123,10.7749,22.1444,4.1956,4.0248,-4671.3682
16709,1888.6318,0.3280,8.3148,2.8962,0.7123,10.7749,22.1444,4.1956,4.0248,-4671.3682
16710,1366.7216,0.3289,8.2664,2.8985,0.7186,10.7289,30.1071,4.1956,4.0150,-5211.2784
16711,1366.7216,0.3289,8.2664,2.8985,0.7186,10.7289,30.1071,4.1956,4.0150,-5211.2784
16712,2966.2466,0.3350,8.4527,2.8285,1.0207,10.7260,31.3806,4.1956,4.0259,-3733.7534
16713,2966.2466,0.3350,8.4527,2.8285,1.0207,10.7260,31.3806,4.1956,4.0259,-3733.7534
16714,1319.5428,0.3398,8.2664,2.8285,1.0204,10.7260,30.7454,4.1956,4.0259,-5476.4572
16715,1319.5428,0.3398,8.2664,2.8285,1.0204,10.7260,30.7454,4.1956,4.0259,-5476.4572
16716,948.9062,0.3377,8.2664,2.8415,1.0068,6.5928,20.8764,4.1956,4.0472,-5805.0938
16717,948.9062,0.3377,8.2664,2.8415,1.0068,6.5928,20.8764,4.1956,4.0472,-5805.0938
16718,1375.0213,0.3286,8.2797,2.8982,1.0124,11.9852,30.1510,4.1947,4.0467,-5196.9787
16719,1375.0213,0.3286,8.2797,2.8982,1.0124,11.9852,30.1510,4.1947,4.0467,-5196.9787
16720,4276.6793,0.3172,9.1850,2.8292,0.7158,10.7289,21.7743,4.1105,4.0252,-2067.3207
16721,4276.6793,0.3172,9.1850,2.8292,0.7158,10.7289,21.7743,4.1105,4.0252,-2067.3207
16722,813.8861,0.3380,8.2547,2.8415,1.0216,6.5928,20.8331,4.1956,4.0472,-5946.1139
