id,Resistance,Comfort,LWL,BWL
16723,813.8861,0.3380,8.2547,2.8415,1.0216,6.5928,20.8331,4.1956,4.0472,-5946.1139
16724,4940.4157,0.3167,9.2100,2.8290,1.0092,11.9852,21.8615,4.1096,4.0471,-1393.5843
16725,4940.4157,0.3167,9.2100,2.8290,1.0092,11.9852,21.8615,4.1096,4.0471,-1393.5843
16726,1277.5097,0.3289,8.2664,2.8985,0.7186,10.7278,30.1071,4.1956,4.0248,-5300.4903
16727,1277.5097,0.3289,8.2664,2.8985,0.7186,10.7278,30.1071,4.1956,4.0248,-5300.4903
16728,1279.2296,0.3289,8.2664,2.8985,0.7186,10.7780,30.1071,4.1956,4.0248,-5298.7704
16729,1279.2296,0.3289,8.2664,2.8985,0.7186,10.7780,30.1071,4.1956,4.0248,-5298.7704
16730,926.6290,0.2973,8.2664,3.1272,0.7185,6.6214,29.6908,4.1956,4.0472,-5019.3710
16731,926.6290,0.2973,8.2664,3.1272,0.7185,6.6214,29.6908,4.1956,4.0472,-5019.3710
16732,1335.7428,0.3285,8.2664,2.9011,1.0213,10.6223,30.1131,4.1956,4.0248,-5234.2572
16733,1335.7428,0.3285,8.2664,2.9011,1.0213,10.6223,30.1131,4.1956,4.0248,-5234.2572
16734,1319.8349,0.3398,8.2664,2.8285,1.0215,10.7260,30.7454,4.1956,4.0259,-5476.1651
16735,1319.8349,0.3398,8.2664,2.8285,1.0215,10.7260,30.7454,4.1956,4.0259,-5476.1651
16736,948.6267,0.3377,8.2664,2.8415,1.0058,6.5928,20.8764,4.1956,4.0472,-5805.3733
16737,948.6267,0.3377,8.2664,2.8415,1.0058,6.5928,20.8764,4.1956,4.0472,-5805.3733
16738,4820.9136,0.3169,9.1994,2.8290,1.0095,11.9656,21.8182,4.1941,4.0245,-1517.0864
16739,4820.9136,0.3169,9.1994,2.8290,1.0095,11.9656,21.8182,4.1941,4.0245,-1517.0864
16740,925.7231,0.2989,8.2664,3.1148,0.7185,6.6212,29.6908,4.1956,4.0472,-5052.2769
16741,925.7231,0.2989,8.2664,3.1148,0.7185,6.6212,29.6908,4.1956,4.0472,-5052.2769
16742,814.8058,0.3361,8.2547,2.8539,1.0216,6.5930,20.8331,4.1956,4.0472,-5907.1942
16743,814.8058,0.3361,8.2547,2.8539,1.0216,6.5930,20.8331,4.1956,4.0472,-5907.1942
16744,1944.8037,0.3377,8.2664,2.8415,1.0212,6.5928,20.8764,4.1039,4.0472,-4809.1963
16745,1944.8037,0.3377,8.2664,2.8415,1.0212,6.5928,20.8764,4.1039,4.0472,-4809.1963
16746,2715.1015,0.2977,8.2482,3.1279,1.0056,11.9099,21.7750,4.1131,4.0265,-3238.8985
16747,2715.1015,0.2977,8.2482,3.1279,1.0056,11.9099,21.7750,4.1131,4.0265,-3238.8985
16748,2419.9951,0.3159,9.2109,2.8340,0.7225,6.1939,30.1503,4.1954,4.0471,-3898.0049
16749,2419.9951,0.3159,9.2109,2.8340,0.7225,6.1939,30.1503,4.1954,4.0471,-3898.0049
16750,946.6548,0.3400,8.2664,2.8274,1.0192,6.4408,21.5001,4.1956,4.0472,-5853.3452
16751,946.6548,0.3400,8.2664,2.8274,1.0192,6.4408,21.5001,4.1956,4.0472,-5853.3452
16752,926.0828,0.2989,8.2664,3.1148,0.7172,6.6212,30.2244,4.1956,4.0472,-5051.9172
16753,926.0828,0.2989,8.2664,3.1148,0.7172,6.6212,30.2244,4.1956,4.0472,-5051.9172
16754,952.7482,0.3377,8.2664,2.8415,1.0212,6.5928,20.8764,4.1956,4.0472,-5801.2518
16755,952.7482,0.3377,8.2664,2.8415,1.0212,6.5928,20.8764,4.1956,4.0472,-5801.2518
16756,1277.5471,0.3289,8.2664,2.8985,0.7186,10.7289,30.1071,4.1956,4.0248,-5300.4529
16757,1277.5471,0.3289,8.2664,2.8985,0.7186,10.7289,30.1071,4.1956,4.0248,-5300.4529
16758,1278.9069,0.3289,8.2664,2.8985,0.7186,10.7728,30.1071,4.1956,4.0248,-5299.0931
16759,1278.9069,0.3289,8.2664,2.8985,0.7186,10.7728,30.1071,4.1956,4.0248,-5299.0931
16760,1271.2794,0.3289,8.2660,2.8985,0.7186,10.7297,30.1071,4.1956,4.0248,-5306.7206
16761,1271.2794,0.3289,8.2660,2.8985,0.7186,10.7297,30.1071,4.1956,4.0248,-5306.7206
16762,4884.2869,0.3170,9.1982,2.8290,1.0095,11.9852,21.8182,4.1096,4.0226,-1455.7131
16763,4884.2869,0.3170,9.1982,2.8290,1.0095,11.9852,21.8182,4.1096,4.0226,-1455.7131
16764,4820.9757,0.3169,9.1994,2.8295,1.0095,11.9656,21.8182,4.1941,4.0245,-1517.0243
16765,4820.9757,0.3169,9.1994,2.8295,1.0095,11.9656,21.8182,4.1941,4.0245,-1517.0243
16766,1279.5470,0.3290,8.2664,2.8979,0.7186,10.7770,30.1071,4.1956,4.0248,-5300.4530
16767,1279.5470,0.3290,8.2664,2.8979,0.7186,10.7770,30.1071,4.1956,4.0248,-5300.4530
16768,1140.1422,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.8578
16769,1140.1422,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.8578
16770,2640.3407,0.3148,9.2093,2.8417,1.0098,6.5928,20.8764,4.1941,4.0472,-3655.6593
16771,2640.3407,0.3148,9.2093,2.8417,1.0098,6.5928,20.8764,4.1941,4.0472,-3655.6593
16772,1012.4275,0.3400,8.2664,2.8274,1.0192,6.4408,21.5001,4.1893,4.0472,-5787.5725
16773,1012.4275,0.3400,8.2664,2.8274,1.0192,6.4408,21.5001,4.1893,4.0472,-5787.5725
16774,1375.0213,0.3286,8.2797,2.8982,1.0124,11.9852,30.1510,4.1947,4.0467,-5196.9787
16775,1375.0213,0.3286,8.2797,2.8982,1.0124,11.9852,30.1510,4.1947,4.0467,-5196.9787
16776,819.4817,0.3380,8.2551,2.8415,1.0216,6.5928,20.8764,4.1956,4.0472,-5940.5183
16777,819.4817,0.3380,8.2551,2.8415,1.0216,6.5928,20.8764,4.1956,4.0472,-5940.5183
16778,947.8370,0.3377,8.2660,2.8415,1.0212,6.5928,20.8331,4.1956,4.0472,-5806.1630
16779,947.8370,0.3377,8.2660,2.8415,1.0212,6.5928,20.8331,4.1956,4.0472,-5806.1630
16780,4811.5600,0.3174,9.1809,2.8290,1.0211,11.9656,21.8182,4.1941,4.0245,-1536.4400
16781,4811.5600,0.3174,9.1809,2.8290,1.0211,11.9656,21.8182,4.1941,4.0245,-1536.4400
16782,1479.7271,0.3395,8.2750,2.8287,1.0093,11.9656,21.8182,4.1956,4.0245,-5310.2729
16783,1479.7271,0.3395,8.2750,2.8287,1.0093,11.9656,21.8182,4.1956,4.0245,-5310.2729
16784,1140.0325,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9675
16785,1140.0325,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9675
16786,4820.9175,0.3169,9.1994,2.8290,1.0095,11.9656,21.8182,4.1941,4.0245,-1517.0825
16787,4820.9175,0.3169,9.1994,2.8290,1.0095,11.9656,21.8182,4.1941,4.0245,-1517.0825
16788,1262.0393,0.3289,8.2664,2.8985,0.7190,10.7770,30.1071,4.1956,4.0265,-5315.9607
16789,1262.0393,0.3289,8.2664,2.8985,0.7190,10.7770,30.1071,4.1956,4.0265,-5315.9607
16790,959.8257,0.3400,8.2664,2.8274,1.0188,6.4408,21.5001,4.1956,4.0455,-5840.1743
16791,959.8257,0.3400,8.2664,2.8274,1.0188,6.4408,21.5001,4.1956,4.0455,-5840.1743
16792,1375.0877,0.3286,8.2797,2.8982,1.0124,11.9667,30.3163,4.1947,4.0467,-5196.9123
16793,1375.0877,0.3286,8.2797,2.8982,1.0124,11.9667,30.3163,4.1947,4.0467,-5196.9123
16794,1138.9147,0.3400,8.2565,2.8287,1.0209,11.9842,21.6531,4.1956,4.0245,-5661.0853
16795,1138.9147,0.3400,8.2565,2.8287,1.0209,11.9842,21.6531,4.1956,4.0245,-5661.0853
16796,1141.0809,0.3400,8.2565,2.8287,1.0209,11.7116,21.8182,4.1956,4.0245,-5658.9191
16797,1141.0809,0.3400,8.2565,2.8287,1.0209,11.7116,21.8182,4.1956,4.0245,-5658.9191
16798,2122.1230,0.3383,8.3210,2.8290,1.0096,11.9852,22.0600,4.1964,4.0263,-4643.8770
16799,2122.1230,0.3383,8.3210,2.8290,1.0096,11.9852,22.0600,4.1964,4.0263,-4643.8770
16800,4283.1658,0.3183,9.1437,2.8285,1.0060,10.7260,30.7189,4.1956,4.0466,-2082.8342
16801,4283.1658,0.3183,9.1437,2.8285,1.0060,10.7260,30.7189,4.1956,4.0466,-2082.8342
16802,966.6914,0.3378,8.2677,2.8410,1.0212,6.6084,20.8764,4.1956,4.0472,-5789.3086
16803,966.6914,0.3378,8.2677,2.8410,1.0212,6.6084,20.8764,4.1956,4.0472,-5789.3086
16804,1116.0566,0.3400,8.2553,2.8292,1.0209,11.8903,21.8182,4.1956,4.0245,-5683.9434
16805,1116.0566,0.3400,8.2553,2.8292,1.0209,11.8903,21.8182,4.1956,4.0245,-5683.9434
16806,2156.6996,0.3275,8.3210,2.8987,1.0096,11.9852,22.0600,4.1948,4.0262,-4393.3004
16807,2156.6996,0.3275,8.3210,2.8987,1.0096,11.9852,22.0600,4.1948,4.0262,-4393.3004
16808,1327.6226,0.3395,8.2797,2.8285,1.0124,11.9852,30.1510,4.1963,4.0468,-5462.3774
16809,1327.6226,0.3395,8.2797,2.8285,1.0124,11.9852,30.1510,4.1963,4.0468,-5462.3774
16810,1321.7451,0.3377,8.2662,2.8414,1.0212,11.6676,20.8755,4.1956,4.0241,-5432.2549
16811,1321.7451,0.3377,8.2662,2.8414,1.0212,11.6676,20.8755,4.1956,4.0241,-5432.2549
16812,837.2081,0.3400,8.2568,2.8288,1.0209,6.6310,21.8190,4.1956,4.0476,-5962.7919
16813,837.2081,0.3400,8.2568,2.8288,1.0209,6.6310,21.8190,4.1956,4.0476,-5962.7919
16814,1884.4817,0.3337,8.4248,2.8415,1.0216,6.5928,21.3025,4.1956,4.0472,-4789.5183
16815,1884.4817,0.3337,8.4248,2.8415,1.0216,6.5928,21.3025,4.1956,4.0472,-4789.5183
16816,1140.0325,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9675
16817,1140.0325,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9675
16818,946.6548,0.3400,8.2664,2.8274,1.0192,6.4408,21.5001,4.1956,4.0472,-5853.3452
16819,946.6548,0.3400,8.2664,2.8274,1.0192,6.4408,21.5001,4.1956,4.0472,-5853.3452
16820,1140.4857,0.3381,8.2565,2.8410,1.0212,11.9656,21.8182,4.1956,4.0247,-5621.5143
16821,1140.4857,0.3381,8.2565,2.8410,1.0212,11.9656,21.8182,4.1956,4.0247,-5621.5143
16822,966.6849,0.3397,8.2677,2.8287,1.0209,6.6084,20.8764,4.1956,4.0471,-5827.3151
16823,966.6849,0.3397,8.2677,2.8287,1.0209,6.6084,20.8764,4.1956,4.0471,-5827.3151
16824,1140.0326,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9674
16825,1140.0326,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9674
16826,1140.1422,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.8578
16827,1140.1422,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.8578
16828,1242.0416,0.3376,8.2664,2.8420,0.7190,10.7293,20.8108,4.1956,4.0241,-5509.9584
16829,1242.0416,0.3376,8.2664,2.8420,0.7190,10.7293,20.8108,4.1956,4.0241,-5509.9584
16830,1345.3581,0.3290,8.2662,2.8979,1.0212,11.7153,30.1768,4.1956,4.0264,-5234.6419
16831,1345.3581,0.3290,8.2662,2.8979,1.0212,11.7153,30.1768,4.1956,4.0264,-5234.6419
16832,833.8137,0.3400,8.2565,2.8288,1.0191,6.4408,21.5065,4.1956,4.0472,-5966.1863
16833,833.8137,0.3400,8.2565,2.8288,1.0191,6.4408,21.5065,4.1956,4.0472,-5966.1863
16834,1331.3096,0.3400,8.2665,2.8274,1.0210,11.9656,21.8118,4.1956,4.0245,-5468.6904
16835,1331.3096,0.3400,8.2665,2.8274,1.0210,11.9656,21.8118,4.1956,4.0245,-5468.6904
16836,955.7480,0.3377,8.2667,2.8415,1.0216,6.5928,20.8764,4.1956,4.0472,-5798.2520
16837,955.7480,0.3377,8.2667,2.8415,1.0216,6.5928,20.8764,4.1956,4.0472,-5798.2520
16838,816.0623,0.3380,8.2549,2.8415,1.0212,6.5928,20.8764,4.1956,4.0472,-5943.9377
16839,816.0623,0.3380,8.2549,2.8415,1.0212,6.5928,20.8764,4.1956,4.0472,-5943.9377
16840,1140.0343,0.3400,8.2565,2.8287,1.0209,11.9652,21.8182,4.1956,4.0245,-5659.9657
16841,1140.0343,0.3400,8.2565,2.8287,1.0209,11.9652,21.8182,4.1956,4.0245,-5659.9657
16842,1141.1870,0.3400,8.2565,2.8287,1.0209,11.7120,21.8182,4.1956,4.0245,-5658.8130
16843,1141.1870,0.3400,8.2565,2.8287,1.0209,11.7120,21.8182,4.1956,4.0245,-5658.8130
16844,1125.9904,0.3400,8.2565,2.8287,0.9679,11.9656,21.8182,4.1956,4.0245,-5674.0096
16845,1125.9904,0.3400,8.2565,2.8287,0.9679,11.9656,21.8182,4.1956,4.0245,-5674.0096
16846,1140.0325,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9675
16847,1140.0325,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9675
16848,1140.0326,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9674
16849,1140.0326,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9674
16850,945.3230,0.3377,8.2664,2.8415,1.0212,6.4086,20.8813,4.1956,4.0473,-5808.6770
16851,945.3230,0.3377,8.2664,2.8415,1.0212,6.4086,20.8813,4.1956,4.0473,-5808.6770
16852,1140.7687,0.3400,8.2565,2.8287,1.0209,11.9776,21.8132,4.1956,4.0245,-5659.2313
16853,1140.7687,0.3400,8.2565,2.8287,1.0209,11.9776,21.8132,4.1956,4.0245,-5659.2313
16854,1140.0323,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9677
16855,1140.0323,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9677
16856,1140.0345,0.3400,8.2565,2.8287,1.0209,11.9651,21.8182,4.1956,4.0245,-5659.9655
16857,1140.0345,0.3400,8.2565,2.8287,1.0209,11.9651,21.8182,4.1956,4.0245,-5659.9655
16858,954.9790,0.3378,8.2664,2.8411,1.0212,6.6052,21.8240,4.1956,4.0472,-5801.0210
16859,954.9790,0.3378,8.2664,2.8411,1.0212,6.6052,21.8240,4.1956,4.0472,-5801.0210
16860,1134.5226,0.3399,8.2565,2.8291,1.0209,11.8934,20.8706,4.1956,4.0245,-5663.4774
16861,1134.5226,0.3399,8.2565,2.8291,1.0209,11.8934,20.8706,4.1956,4.0245,-5663.4774
16862,1140.1191,0.3400,8.2565,2.8287,1.0212,11.9656,21.8182,4.1956,4.0245,-5659.8809
16863,1140.1191,0.3400,8.2565,2.8287,1.0212,11.9656,21.8182,4.1956,4.0245,-5659.8809
16864,952.6636,0.3377,8.2664,2.8415,1.0209,6.5928,20.8764,4.1956,4.0472,-5801.3364
16865,952.6636,0.3377,8.2664,2.8415,1.0209,6.5928,20.8764,4.1956,4.0472,-5801.3364
16866,833.8093,0.3400,8.2565,2.8287,1.0191,6.4408,21.5065,4.1956,4.0472,-5966.1907
16867,833.8093,0.3400,8.2565,2.8287,1.0191,6.4408,21.5065,4.1956,4.0472,-5966.1907
16868,1140.1294,0.3400,8.2565,2.8288,1.0212,11.9656,21.8182,4.1956,4.0245,-5659.8706
16869,1140.1294,0.3400,8.2565,2.8288,1.0212,11.9656,21.8182,4.1956,4.0245,-5659.8706
16870,953.9349,0.3377,8.2664,2.8415,1.0212,6.5944,21.4610,4.1956,4.0472,-5800.0651
16871,953.9349,0.3377,8.2664,2.8415,1.0212,6.5944,21.4610,4.1956,4.0472,-5800.0651
16872,832.7014,0.3400,8.2565,2.8288,1.0191,6.4392,20.9218,4.1956,4.0472,-5967.2986
16873,832.7014,0.3400,8.2565,2.8288,1.0191,6.4392,20.9218,4.1956,4.0472,-5967.2986
16874,1140.1191,0.3400,8.2565,2.8287,1.0212,11.9656,21.8182,4.1956,4.0245,-5659.8809
16875,1140.1191,0.3400,8.2565,2.8287,1.0212,11.9656,21.8182,4.1956,4.0245,-5659.8809
16876,1125.9904,0.3400,8.2565,2.8287,0.9679,11.9656,21.8182,4.1956,4.0245,-5674.0096
16877,1125.9904,0.3400,8.2565,2.8287,0.9679,11.9656,21.8182,4.1956,4.0245,-5674.0096
16878,1140.0325,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9675
16879,1140.0325,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9675
16880,1128.0992,0.3400,8.2567,2.8287,0.9679,11.9656,21.8182,4.1956,4.0246,-5671.9008
16881,1128.0992,0.3400,8.2567,2.8287,0.9679,11.9656,21.8182,4.1956,4.0246,-5671.9008
16882,951.6067,0.3377,8.2663,2.8415,1.0212,6.5928,20.8764,4.1956,4.0472,-5802.3933
16883,951.6067,0.3377,8.2663,2.8415,1.0212,6.5928,20.8764,4.1956,4.0472,-5802.3933
16884,1148.7995,0.3400,8.2565,2.8287,1.0209,11.9656,20.9287,4.1956,4.0235,-5651.2005
16885,1148.7995,0.3400,8.2565,2.8287,1.0209,11.9656,20.9287,4.1956,4.0235,-5651.2005
16886,959.6518,0.3378,8.2677,2.8410,1.0212,6.6084,21.7658,4.1956,4.0483,-5796.3482
16887,959.6518,0.3378,8.2677,2.8410,1.0212,6.6084,21.7658,4.1956,4.0483,-5796.3482
16888,1140.0326,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9674
16889,1140.0326,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9674
16890,1140.0325,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9675
16891,1140.0325,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0245,-5659.9675
16892,1133.8866,0.3422,8.2565,2.8153,1.0044,11.9656,21.9190,4.1956,4.0245,-5710.1134
16893,1133.8866,0.3422,8.2565,2.8153,1.0044,11.9656,21.9190,4.1956,4.0245,-5710.1134
16894,746.1935,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0606,-6053.8065
16895,746.1935,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0606,-6053.8065
16896,1104.5302,0.3376,8.2664,2.8421,1.0212,6.5944,21.4512,4.1956,4.0242,-5647.4698
16897,1104.5302,0.3376,8.2664,2.8421,1.0212,6.5944,21.4512,4.1956,4.0242,-5647.4698
16898,735.0482,0.3401,8.2565,2.8282,1.0209,11.9656,21.8279,4.1956,4.0476,-6066.9518
16899,735.0482,0.3401,8.2565,2.8282,1.0209,11.9656,21.8279,4.1956,4.0476,-6066.9518
16900,1135.8721,0.3400,8.2565,2.8287,1.0035,11.9656,21.9168,4.1956,4.0245,-5664.1279
16901,1135.8721,0.3400,8.2565,2.8287,1.0035,11.9656,21.9168,4.1956,4.0245,-5664.1279
16902,1138.0538,0.3422,8.2565,2.8153,1.0218,11.9656,21.8204,4.1956,4.0245,-5705.9462
16903,1138.0538,0.3422,8.2565,2.8153,1.0218,11.9656,21.8204,4.1956,4.0245,-5705.9462
16904,1119.5248,0.3400,8.2565,2.8287,0.9679,11.9656,20.8029,4.1956,4.0245,-5680.4752
16905,1119.5248,0.3400,8.2565,2.8287,0.9679,11.9656,20.8029,4.1956,4.0245,-5680.4752
16906,815.8495,0.3380,8.2547,2.8415,1.0216,6.5928,21.8483,4.1956,4.0472,-5944.1505
16907,815.8495,0.3380,8.2547,2.8415,1.0216,6.5928,21.8483,4.1956,4.0472,-5944.1505
16908,1139.8085,0.3400,8.2565,2.8287,1.0201,11.9656,21.8182,4.1956,4.0245,-5660.1915
16909,1139.8085,0.3400,8.2565,2.8287,1.0201,11.9656,21.8182,4.1956,4.0245,-5660.1915
16910,732.3559,0.3400,8.2565,2.8287,0.9687,11.9656,21.8182,4.1956,4.0606,-6067.6441
16911,732.3559,0.3400,8.2565,2.8287,0.9687,11.9656,21.8182,4.1956,4.0606,-6067.6441
16912,1124.7830,0.3422,8.2565,2.8153,1.0043,11.7311,21.9190,4.1956,4.0253,-5719.2170
16913,1124.7830,0.3422,8.2565,2.8153,1.0043,11.7311,21.9190,4.1956,4.0253,-5719.2170
16914,979.8595,0.3378,8.2677,2.8410,1.0212,6.7869,20.8764,4.1956,4.0464,-5776.1405
16915,979.8595,0.3378,8.2677,2.8410,1.0212,6.7869,20.8764,4.1956,4.0464,-5776.1405
16916,1148.5532,0.3400,8.2565,2.8287,1.0209,11.9656,20.9271,4.1956,4.0235,-5651.4468
16917,1148.5532,0.3400,8.2565,2.8287,1.0209,11.9656,20.9271,4.1956,4.0235,-5651.4468
16918,1140.2826,0.3400,8.2565,2.8287,1.0209,11.9656,21.8198,4.1956,4.0245,-5659.7174
16919,1140.2826,0.3400,8.2565,2.8287,1.0209,11.9656,21.8198,4.1956,4.0245,-5659.7174
16920,1147.8334,0.3380,8.2565,2.8415,1.0209,11.9656,20.9287,4.1956,4.0237,-5612.1666
16921,1147.8334,0.3380,8.2565,2.8415,1.0209,11.9656,20.9287,4.1956,4.0237,-5612.1666
16922,820.9374,0.3401,8.2551,2.8287,1.0216,6.5928,20.8764,4.1956,4.0470,-5981.0626
16923,820.9374,0.3401,8.2551,2.8287,1.0216,6.5928,20.8764,4.1956,4.0470,-5981.0626
16924,819.5375,0.3380,8.2551,2.8415,1.0216,6.6038,20.8751,4.1956,4.0472,-5940.4625
16925,819.5375,0.3380,8.2551,2.8415,1.0216,6.6038,20.8751,4.1956,4.0472,-5940.4625
16926,1148.9575,0.3400,8.2565,2.8287,1.0209,11.8948,20.9283,4.1956,4.0235,-5651.0425
16927,1148.9575,0.3400,8.2565,2.8287,1.0209,11.8948,20.9283,4.1956,4.0235,-5651.0425
16928,952.3547,0.3377,8.2664,2.8415,1.0212,6.5944,20.6497,4.1956,4.0472,-5801.6453
16929,952.3547,0.3377,8.2664,2.8415,1.0212,6.5944,20.6497,4.1956,4.0472,-5801.6453
16930,954.9790,0.3378,8.2664,2.8411,1.0212,6.6052,21.8240,4.1956,4.0472,-5801.0210
16931,954.9790,0.3378,8.2664,2.8411,1.0212,6.6052,21.8240,4.1956,4.0472,-5801.0210
16932,1134.7901,0.3400,8.2565,2.8287,1.0137,11.9656,21.5033,4.1956,4.0245,-5665.2099
16933,1134.7901,0.3400,8.2565,2.8287,1.0137,11.9656,21.5033,4.1956,4.0245,-5665.2099
16934,823.3013,0.3400,8.2565,2.8287,0.9733,6.4408,21.8214,4.1956,4.0472,-5976.6987
16935,823.3013,0.3400,8.2565,2.8287,0.9733,6.4408,21.8214,4.1956,4.0472,-5976.6987
16936,1005.2514,0.3380,8.2551,2.8418,1.0216,6.6038,21.4903,4.1956,4.0244,-5754.7486
16937,1005.2514,0.3380,8.2551,2.8418,1.0216,6.6038,21.4903,4.1956,4.0244,-5754.7486
16938,733.0334,0.3401,8.2565,2.8284,1.0137,11.9656,20.8881,4.1956,4.0473,-6068.9666
16939,733.0334,0.3401,8.2565,2.8284,1.0137,11.9656,20.8881,4.1956,4.0473,-6068.9666
16940,813.8756,0.3380,8.2547,2.8415,1.0216,6.5928,20.8279,4.1956,4.0472,-5946.1244
16941,813.8756,0.3380,8.2547,2.8415,1.0216,6.5928,20.8279,4.1956,4.0472,-5946.1244
16942,954.9884,0.3378,8.2664,2.8411,1.0212,6.6052,21.8291,4.1956,4.0472,-5801.0116
16943,954.9884,0.3378,8.2664,2.8411,1.0212,6.6052,21.8291,4.1956,4.0472,-5801.0116
16944,1135.0201,0.3421,8.2565,2.8159,1.0043,11.7311,21.9190,4.1956,4.0245,-5706.9799
16945,1135.0201,0.3421,8.2565,2.8159,1.0043,11.7311,21.9190,4.1956,4.0245,-5706.9799
16946,1115.4796,0.3401,8.2565,2.8281,0.9679,11.9656,21.8182,4.1956,4.0253,-5686.5204
16947,1115.4796,0.3401,8.2565,2.8281,0.9679,11.9656,21.8182,4.1956,4.0253,-5686.5204
16948,940.5693,0.3378,8.2664,2.8413,0.9672,6.6052,21.8240,4.1956,4.0472,-5815.4307
16949,940.5693,0.3378,8.2664,2.8413,0.9672,6.6052,21.8240,4.1956,4.0472,-5815.4307
16950,1141.1367,0.3400,8.2566,2.8285,1.0219,11.9656,21.8182,4.1956,4.0245,-5658.8633
16951,1141.1367,0.3400,8.2566,2.8285,1.0219,11.9656,21.8182,4.1956,4.0245,-5658.8633
16952,1097.2036,0.3401,8.2547,2.8287,1.0217,11.9656,20.8209,4.1956,4.0245,-5704.7964
16953,1097.2036,0.3401,8.2547,2.8287,1.0217,11.9656,20.8209,4.1956,4.0245,-5704.7964
16954,834.9259,0.3380,8.2564,2.8415,1.0136,6.5928,21.5102,4.1956,4.0472,-5925.0741
16955,834.9259,0.3380,8.2564,2.8415,1.0136,6.5928,21.5102,4.1956,4.0472,-5925.0741
16956,744.0664,0.3379,8.2565,2.8423,1.0209,11.9656,22.0151,4.1956,4.0473,-6013.9336
16957,744.0664,0.3379,8.2565,2.8423,1.0209,11.9656,22.0151,4.1956,4.0473,-6013.9336
16958,998.7711,0.3402,8.2547,2.8280,1.0216,6.5928,20.6361,4.1956,4.0244,-5805.2289
16959,998.7711,0.3402,8.2547,2.8280,1.0216,6.5928,20.6361,4.1956,4.0244,-5805.2289
16960,1332.0990,0.3378,8.2665,2.8411,1.0212,11.9962,21.8240,4.1956,4.0246,-5423.9010
16961,1332.0990,0.3378,8.2665,2.8411,1.0212,11.9962,21.8240,4.1956,4.0246,-5423.9010
16962,816.9509,0.3400,8.2565,2.8287,0.9679,6.1972,20.8029,4.1956,4.0471,-5983.0491
16963,816.9509,0.3400,8.2565,2.8287,0.9679,6.1972,20.8029,4.1956,4.0471,-5983.0491
16964,959.2212,0.3378,8.2677,2.8410,1.0212,6.4229,20.8764,4.1956,4.0472,-5796.7788
16965,959.2212,0.3378,8.2677,2.8410,1.0212,6.4229,20.8764,4.1956,4.0472,-5796.7788
16966,1126.2500,0.3380,8.2564,2.8417,1.0043,11.7343,21.9190,4.1956,4.0253,-5633.7500
16967,1126.2500,0.3380,8.2564,2.8417,1.0043,11.7343,21.9190,4.1956,4.0253,-5633.7500
16968,939.7711,0.3420,8.2665,2.8149,0.9672,6.5941,21.8240,4.1956,4.0472,-5900.2289
16969,939.7711,0.3420,8.2665,2.8149,0.9672,6.5941,21.8240,4.1956,4.0472,-5900.2289
16970,746.1935,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0606,-6053.8065
16971,746.1935,0.3400,8.2565,2.8287,1.0209,11.9656,21.8182,4.1956,4.0606,-6053.8065
16972,814.0301,0.3380,8.2547,2.8415,1.0216,6.6037,20.8752,4.1956,4.0472,-5945.9699
16973,814.0301,0.3380,8.2547,2.8415,1.0216,6.6037,20.8752,4.1956,4.0472,-5945.9699
